figure_id,paper_id,field,figure_image_path
FIG_00000374,2605.29808v1,IMAGING,figures/IMAGING/FIG_00000374.png
FIG_00000375,2605.29808v1,IMAGING,figures/IMAGING/FIG_00000375.png
FIG_00000376,2605.29798v1,IMAGING,figures/IMAGING/FIG_00000376.png
FIG_00000377,2605.29798v1,IMAGING,figures/IMAGING/FIG_00000377.png
FIG_00000378,2605.29798v1,IMAGING,figures/IMAGING/FIG_00000378.png
FIG_00000379,2605.29798v1,IMAGING,figures/IMAGING/FIG_00000379.png
FIG_00000380,2605.29798v1,IMAGING,figures/IMAGING/FIG_00000380.png
FIG_00000381,2605.29798v1,IMAGING,figures/IMAGING/FIG_00000381.png
FIG_00000382,2605.29753v1,IMAGING,figures/IMAGING/FIG_00000382.png
FIG_00000383,2605.29753v1,IMAGING,figures/IMAGING/FIG_00000383.png
FIG_00000384,2605.29753v1,IMAGING,figures/IMAGING/FIG_00000384.png
FIG_00000385,2605.29753v1,IMAGING,figures/IMAGING/FIG_00000385.png
FIG_00000386,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000386.png
FIG_00000387,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000387.png
FIG_00000388,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000388.png
FIG_00000389,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000389.png
FIG_00000390,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000390.png
FIG_00000391,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000391.png
FIG_00000392,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000392.png
FIG_00000393,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000393.png
FIG_00000394,2605.29415v1,IMAGING,figures/IMAGING/FIG_00000394.png
FIG_00000395,2605.29163v1,IMAGING,figures/IMAGING/FIG_00000395.png
FIG_00000396,2605.29163v1,IMAGING,figures/IMAGING/FIG_00000396.png
FIG_00000397,2605.29163v1,IMAGING,figures/IMAGING/FIG_00000397.png
FIG_00000398,2605.29063v1,IMAGING,figures/IMAGING/FIG_00000398.png
FIG_00000399,2605.29063v1,IMAGING,figures/IMAGING/FIG_00000399.png
FIG_00000400,2605.29063v1,IMAGING,figures/IMAGING/FIG_00000400.png
FIG_00000401,2605.29063v1,IMAGING,figures/IMAGING/FIG_00000401.png
FIG_00000402,2605.29063v1,IMAGING,figures/IMAGING/FIG_00000402.png
FIG_00000403,2605.29063v1,IMAGING,figures/IMAGING/FIG_00000403.png
FIG_00000404,2605.28992v1,IMAGING,figures/IMAGING/FIG_00000404.png
FIG_00000405,2605.28992v1,IMAGING,figures/IMAGING/FIG_00000405.png
FIG_00000406,2605.28992v1,IMAGING,figures/IMAGING/FIG_00000406.png
FIG_00000407,2605.28697v1,IMAGING,figures/IMAGING/FIG_00000407.png
FIG_00000408,2605.28697v1,IMAGING,figures/IMAGING/FIG_00000408.png
FIG_00000409,2605.28697v1,IMAGING,figures/IMAGING/FIG_00000409.png
FIG_00000410,2605.28697v1,IMAGING,figures/IMAGING/FIG_00000410.png
FIG_00000411,2605.28697v1,IMAGING,figures/IMAGING/FIG_00000411.png
FIG_00000412,2605.30322v1,AI,figures/AI/FIG_00000412.png
FIG_00000413,2605.30322v1,AI,figures/AI/FIG_00000413.png
FIG_00000414,2605.30322v1,AI,figures/AI/FIG_00000414.png
FIG_00000415,2605.30322v1,AI,figures/AI/FIG_00000415.png
FIG_00000416,2605.30322v1,AI,figures/AI/FIG_00000416.png
FIG_00000417,2605.30322v1,AI,figures/AI/FIG_00000417.png
FIG_00000418,2605.30322v1,AI,figures/AI/FIG_00000418.png
FIG_00000419,2605.30322v1,AI,figures/AI/FIG_00000419.png
FIG_00000420,2605.30318v1,AI,figures/AI/FIG_00000420.png
FIG_00000421,2605.30318v1,AI,figures/AI/FIG_00000421.png
FIG_00000422,2605.30318v1,AI,figures/AI/FIG_00000422.png
FIG_00000423,2605.30318v1,AI,figures/AI/FIG_00000423.png
FIG_00000424,2605.30318v1,AI,figures/AI/FIG_00000424.png
FIG_00000425,2605.30318v1,AI,figures/AI/FIG_00000425.png
FIG_00000426,2605.30311v1,AI,figures/AI/FIG_00000426.png
FIG_00000427,2605.30311v1,AI,figures/AI/FIG_00000427.png
FIG_00000428,2605.30311v1,AI,figures/AI/FIG_00000428.png
FIG_00000429,2605.30311v1,AI,figures/AI/FIG_00000429.png
FIG_00000430,2605.30311v1,AI,figures/AI/FIG_00000430.png
FIG_00000431,2605.30311v1,AI,figures/AI/FIG_00000431.png
FIG_00000432,2605.30311v1,AI,figures/AI/FIG_00000432.png
FIG_00000433,2605.30311v1,AI,figures/AI/FIG_00000433.png
FIG_00000434,2605.30311v1,AI,figures/AI/FIG_00000434.png
FIG_00000435,2605.30311v1,AI,figures/AI/FIG_00000435.png
FIG_00000436,2605.30310v1,AI,figures/AI/FIG_00000436.png
FIG_00000437,2605.30310v1,AI,figures/AI/FIG_00000437.png
FIG_00000438,2605.30310v1,AI,figures/AI/FIG_00000438.png
FIG_00000439,2605.30310v1,AI,figures/AI/FIG_00000439.png
FIG_00000440,2605.30310v1,AI,figures/AI/FIG_00000440.png
FIG_00000441,2605.30310v1,AI,figures/AI/FIG_00000441.png
FIG_00000442,2605.30310v1,AI,figures/AI/FIG_00000442.png
FIG_00000443,2605.30295v1,AI,figures/AI/FIG_00000443.png
FIG_00000444,2605.30290v1,AI,figures/AI/FIG_00000444.png
FIG_00000445,2605.30290v1,AI,figures/AI/FIG_00000445.png
FIG_00000446,2605.30290v1,AI,figures/AI/FIG_00000446.png
FIG_00000447,2605.30290v1,AI,figures/AI/FIG_00000447.png
FIG_00000448,2605.30290v1,AI,figures/AI/FIG_00000448.png
FIG_00000449,2605.30290v1,AI,figures/AI/FIG_00000449.png
FIG_00000450,2605.30290v1,AI,figures/AI/FIG_00000450.png
FIG_00000451,2605.30290v1,AI,figures/AI/FIG_00000451.png
FIG_00000452,2605.30290v1,AI,figures/AI/FIG_00000452.png
FIG_00000453,2605.30290v1,AI,figures/AI/FIG_00000453.png
FIG_00000454,2605.30290v1,AI,figures/AI/FIG_00000454.png
FIG_00000455,2605.30288v1,AI,figures/AI/FIG_00000455.png
FIG_00000456,2605.30288v1,AI,figures/AI/FIG_00000456.png
FIG_00000457,2605.30288v1,AI,figures/AI/FIG_00000457.png
FIG_00000458,2605.30288v1,AI,figures/AI/FIG_00000458.png
FIG_00000459,2605.30288v1,AI,figures/AI/FIG_00000459.png
FIG_00000460,2605.30284v1,AI,figures/AI/FIG_00000460.png
FIG_00000461,2605.30284v1,AI,figures/AI/FIG_00000461.png
FIG_00000462,2605.30284v1,AI,figures/AI/FIG_00000462.png
FIG_00000463,2605.30284v1,AI,figures/AI/FIG_00000463.png
FIG_00000464,2605.30283v1,AI,figures/AI/FIG_00000464.png
FIG_00000465,2605.30274v1,AI,figures/AI/FIG_00000465.png
FIG_00000466,2605.30274v1,AI,figures/AI/FIG_00000466.png
FIG_00000467,2605.30274v1,AI,figures/AI/FIG_00000467.png
FIG_00000468,2605.30274v1,AI,figures/AI/FIG_00000468.png
FIG_00000469,2605.30274v1,AI,figures/AI/FIG_00000469.png
FIG_00000470,2605.30274v1,AI,figures/AI/FIG_00000470.png
FIG_00000471,2605.30273v1,AI,figures/AI/FIG_00000471.png
FIG_00000472,2605.30268v1,AI,figures/AI/FIG_00000472.png
FIG_00000473,2605.30268v1,AI,figures/AI/FIG_00000473.png
FIG_00000474,2605.30268v1,AI,figures/AI/FIG_00000474.png
FIG_00000475,2605.30268v1,AI,figures/AI/FIG_00000475.png
FIG_00000476,2605.30268v1,AI,figures/AI/FIG_00000476.png
FIG_00000477,2605.30268v1,AI,figures/AI/FIG_00000477.png
FIG_00000478,2605.30268v1,AI,figures/AI/FIG_00000478.png
FIG_00000479,2605.30260v1,AI,figures/AI/FIG_00000479.png
FIG_00000480,2605.30260v1,AI,figures/AI/FIG_00000480.png
FIG_00000481,2605.30260v1,AI,figures/AI/FIG_00000481.png
FIG_00000482,2605.30260v1,AI,figures/AI/FIG_00000482.png
FIG_00000483,2605.30260v1,AI,figures/AI/FIG_00000483.png
FIG_00000484,2605.30260v1,AI,figures/AI/FIG_00000484.png
FIG_00000485,2605.30260v1,AI,figures/AI/FIG_00000485.png
FIG_00000486,2605.30260v1,AI,figures/AI/FIG_00000486.png
FIG_00000487,2605.30260v1,AI,figures/AI/FIG_00000487.png
FIG_00000488,2605.30260v1,AI,figures/AI/FIG_00000488.png
FIG_00000489,2605.30260v1,AI,figures/AI/FIG_00000489.png
FIG_00000490,2605.30260v1,AI,figures/AI/FIG_00000490.png
FIG_00000491,2605.30260v1,AI,figures/AI/FIG_00000491.png
FIG_00000492,2605.30260v1,AI,figures/AI/FIG_00000492.png
FIG_00000493,2605.30251v1,AI,figures/AI/FIG_00000493.png
FIG_00000494,2605.30251v1,AI,figures/AI/FIG_00000494.png
FIG_00000495,2605.30251v1,AI,figures/AI/FIG_00000495.png
FIG_00000496,2605.30251v1,AI,figures/AI/FIG_00000496.png
FIG_00000497,2605.30251v1,AI,figures/AI/FIG_00000497.png
FIG_00000498,2605.30244v1,AI,figures/AI/FIG_00000498.png
FIG_00000499,2605.30244v1,AI,figures/AI/FIG_00000499.png
FIG_00000500,2605.30244v1,AI,figures/AI/FIG_00000500.png
FIG_00000501,2605.30233v1,AI,figures/AI/FIG_00000501.png
FIG_00000502,2605.30233v1,AI,figures/AI/FIG_00000502.png
FIG_00000503,2605.30233v1,AI,figures/AI/FIG_00000503.png
FIG_00000504,2605.30233v1,AI,figures/AI/FIG_00000504.png
FIG_00000505,2605.30233v1,AI,figures/AI/FIG_00000505.png
FIG_00000506,2605.30233v1,AI,figures/AI/FIG_00000506.png
FIG_00000507,2605.30233v1,AI,figures/AI/FIG_00000507.png
FIG_00000508,2605.30233v1,AI,figures/AI/FIG_00000508.png
FIG_00000509,2605.30233v1,AI,figures/AI/FIG_00000509.png
FIG_00000510,2605.30233v1,AI,figures/AI/FIG_00000510.png
FIG_00000511,2605.30233v1,AI,figures/AI/FIG_00000511.png
FIG_00000512,2605.30233v1,AI,figures/AI/FIG_00000512.png
FIG_00000513,2605.30233v1,AI,figures/AI/FIG_00000513.png
FIG_00000514,2605.30233v1,AI,figures/AI/FIG_00000514.png
FIG_00000515,2605.30233v1,AI,figures/AI/FIG_00000515.png
FIG_00000516,2605.30233v1,AI,figures/AI/FIG_00000516.png
FIG_00000517,2605.30233v1,AI,figures/AI/FIG_00000517.png
FIG_00000518,2605.30233v1,AI,figures/AI/FIG_00000518.png
FIG_00000519,2605.30233v1,AI,figures/AI/FIG_00000519.png
FIG_00000520,2605.30233v1,AI,figures/AI/FIG_00000520.png
FIG_00000521,2605.30233v1,AI,figures/AI/FIG_00000521.png
FIG_00000522,2605.30233v1,AI,figures/AI/FIG_00000522.png
FIG_00000523,2605.30233v1,AI,figures/AI/FIG_00000523.png
FIG_00000524,2605.30233v1,AI,figures/AI/FIG_00000524.png
FIG_00000525,2605.30233v1,AI,figures/AI/FIG_00000525.png
FIG_00000526,2605.30233v1,AI,figures/AI/FIG_00000526.png
FIG_00000527,2605.30233v1,AI,figures/AI/FIG_00000527.png
FIG_00000528,2605.30233v1,AI,figures/AI/FIG_00000528.png
FIG_00000529,2605.30233v1,AI,figures/AI/FIG_00000529.png
FIG_00000530,2605.30233v1,AI,figures/AI/FIG_00000530.png
FIG_00000531,2605.30233v1,AI,figures/AI/FIG_00000531.png
FIG_00000532,2605.30233v1,AI,figures/AI/FIG_00000532.png
FIG_00000533,2605.30233v1,AI,figures/AI/FIG_00000533.png
FIG_00000534,2605.30233v1,AI,figures/AI/FIG_00000534.png
FIG_00000535,2605.30233v1,AI,figures/AI/FIG_00000535.png
FIG_00000536,2605.30233v1,AI,figures/AI/FIG_00000536.png
FIG_00000537,2605.30233v1,AI,figures/AI/FIG_00000537.png
FIG_00000538,2605.30233v1,AI,figures/AI/FIG_00000538.png
FIG_00000539,2605.30233v1,AI,figures/AI/FIG_00000539.png
FIG_00000540,2605.30233v1,AI,figures/AI/FIG_00000540.png
FIG_00000541,2605.30233v1,AI,figures/AI/FIG_00000541.png
FIG_00000542,2605.30233v1,AI,figures/AI/FIG_00000542.png
FIG_00000543,2605.30231v1,AI,figures/AI/FIG_00000543.png
FIG_00000544,2605.30231v1,AI,figures/AI/FIG_00000544.png
FIG_00000545,2605.30231v1,AI,figures/AI/FIG_00000545.png
FIG_00000546,2605.30231v1,AI,figures/AI/FIG_00000546.png
FIG_00000547,2605.30227v1,AI,figures/AI/FIG_00000547.png
FIG_00000548,2605.30227v1,AI,figures/AI/FIG_00000548.png
FIG_00000549,2605.30227v1,AI,figures/AI/FIG_00000549.png
FIG_00000550,2605.30227v1,AI,figures/AI/FIG_00000550.png
FIG_00000551,2605.30219v1,AI,figures/AI/FIG_00000551.png
FIG_00000552,2605.30219v1,AI,figures/AI/FIG_00000552.png
FIG_00000553,2605.30219v1,AI,figures/AI/FIG_00000553.png
FIG_00000554,2605.30219v1,AI,figures/AI/FIG_00000554.png
FIG_00000555,2605.30219v1,AI,figures/AI/FIG_00000555.png
FIG_00000556,2605.30219v1,AI,figures/AI/FIG_00000556.png
FIG_00000557,2605.30219v1,AI,figures/AI/FIG_00000557.png
FIG_00000558,2605.30219v1,AI,figures/AI/FIG_00000558.png
FIG_00000559,2605.30219v1,AI,figures/AI/FIG_00000559.png
FIG_00000560,2605.30208v1,AI,figures/AI/FIG_00000560.png
FIG_00000561,2605.30208v1,AI,figures/AI/FIG_00000561.png
FIG_00000562,2605.30208v1,AI,figures/AI/FIG_00000562.png
FIG_00000563,2605.30201v1,AI,figures/AI/FIG_00000563.png
FIG_00000564,2605.30201v1,AI,figures/AI/FIG_00000564.png
FIG_00000565,2605.30201v1,AI,figures/AI/FIG_00000565.png
FIG_00000566,2605.30201v1,AI,figures/AI/FIG_00000566.png
FIG_00000567,2605.30201v1,AI,figures/AI/FIG_00000567.png
FIG_00000568,2605.30201v1,AI,figures/AI/FIG_00000568.png
FIG_00000569,2605.30200v1,AI,figures/AI/FIG_00000569.png
FIG_00000570,2605.30200v1,AI,figures/AI/FIG_00000570.png
FIG_00000571,2605.30200v1,AI,figures/AI/FIG_00000571.png
FIG_00000572,2605.30195v1,AI,figures/AI/FIG_00000572.png
FIG_00000573,2605.30195v1,AI,figures/AI/FIG_00000573.png
FIG_00000574,2605.30195v1,AI,figures/AI/FIG_00000574.png
FIG_00000575,2605.30195v1,AI,figures/AI/FIG_00000575.png
FIG_00000576,2605.30195v1,AI,figures/AI/FIG_00000576.png
FIG_00000577,2605.30195v1,AI,figures/AI/FIG_00000577.png
FIG_00000578,2605.30195v1,AI,figures/AI/FIG_00000578.png
FIG_00000579,2605.30195v1,AI,figures/AI/FIG_00000579.png
FIG_00000580,2605.30188v1,AI,figures/AI/FIG_00000580.png
FIG_00000581,2605.30188v1,AI,figures/AI/FIG_00000581.png
FIG_00000582,2605.30188v1,AI,figures/AI/FIG_00000582.png
FIG_00000583,2605.30188v1,AI,figures/AI/FIG_00000583.png
FIG_00000584,2605.30188v1,AI,figures/AI/FIG_00000584.png
FIG_00000585,2605.30188v1,AI,figures/AI/FIG_00000585.png
FIG_00000586,2605.30188v1,AI,figures/AI/FIG_00000586.png
FIG_00000587,2605.30188v1,AI,figures/AI/FIG_00000587.png
FIG_00000588,2605.30188v1,AI,figures/AI/FIG_00000588.png
FIG_00000589,2605.30188v1,AI,figures/AI/FIG_00000589.png
FIG_00000590,2605.30187v1,AI,figures/AI/FIG_00000590.png
FIG_00000591,2605.30187v1,AI,figures/AI/FIG_00000591.png
FIG_00000592,2605.30187v1,AI,figures/AI/FIG_00000592.png
FIG_00000593,2605.30187v1,AI,figures/AI/FIG_00000593.png
FIG_00000594,2605.30179v1,AI,figures/AI/FIG_00000594.png
FIG_00000595,2605.30179v1,AI,figures/AI/FIG_00000595.png
FIG_00000596,2605.30179v1,AI,figures/AI/FIG_00000596.png
FIG_00000597,2605.30179v1,AI,figures/AI/FIG_00000597.png
FIG_00000598,2605.30179v1,AI,figures/AI/FIG_00000598.png
FIG_00000599,2605.30169v1,AI,figures/AI/FIG_00000599.png
FIG_00000600,2605.30169v1,AI,figures/AI/FIG_00000600.png
FIG_00000601,2605.30162v1,AI,figures/AI/FIG_00000601.png
FIG_00000602,2605.30162v1,AI,figures/AI/FIG_00000602.png
FIG_00000603,2605.30160v1,AI,figures/AI/FIG_00000603.png
FIG_00000604,2605.30160v1,AI,figures/AI/FIG_00000604.png
FIG_00000605,2605.30160v1,AI,figures/AI/FIG_00000605.png
FIG_00000606,2605.30160v1,AI,figures/AI/FIG_00000606.png
FIG_00000607,2605.30160v1,AI,figures/AI/FIG_00000607.png
FIG_00000608,2605.30160v1,AI,figures/AI/FIG_00000608.png
FIG_00000609,2605.30160v1,AI,figures/AI/FIG_00000609.png
FIG_00000610,2605.30159v1,AI,figures/AI/FIG_00000610.png
FIG_00000611,2605.30159v1,AI,figures/AI/FIG_00000611.png
FIG_00000612,2605.30159v1,AI,figures/AI/FIG_00000612.png
FIG_00000613,2605.30159v1,AI,figures/AI/FIG_00000613.png
FIG_00000614,2605.30159v1,AI,figures/AI/FIG_00000614.png
FIG_00000615,2605.30159v1,AI,figures/AI/FIG_00000615.png
FIG_00000616,2605.30155v1,AI,figures/AI/FIG_00000616.png
FIG_00000617,2605.30155v1,AI,figures/AI/FIG_00000617.png
FIG_00000618,2605.30155v1,AI,figures/AI/FIG_00000618.png
FIG_00000619,2605.30155v1,AI,figures/AI/FIG_00000619.png
FIG_00000620,2605.30155v1,AI,figures/AI/FIG_00000620.png
FIG_00000621,2605.30155v1,AI,figures/AI/FIG_00000621.png
FIG_00000622,2605.30155v1,AI,figures/AI/FIG_00000622.png
FIG_00000623,2605.30152v1,AI,figures/AI/FIG_00000623.png
FIG_00000624,2605.30152v1,AI,figures/AI/FIG_00000624.png
FIG_00000625,2605.30152v1,AI,figures/AI/FIG_00000625.png
FIG_00000626,2605.30152v1,AI,figures/AI/FIG_00000626.png
FIG_00000627,2605.30152v1,AI,figures/AI/FIG_00000627.png
FIG_00000628,2605.30151v1,AI,figures/AI/FIG_00000628.png
FIG_00000629,2605.30150v1,AI,figures/AI/FIG_00000629.png
FIG_00000630,2605.30150v1,AI,figures/AI/FIG_00000630.png
FIG_00000631,2605.30150v1,AI,figures/AI/FIG_00000631.png
FIG_00000632,2605.30150v1,AI,figures/AI/FIG_00000632.png
FIG_00000633,2605.30148v1,AI,figures/AI/FIG_00000633.png
FIG_00000634,2605.30148v1,AI,figures/AI/FIG_00000634.png
FIG_00000635,2605.30148v1,AI,figures/AI/FIG_00000635.png
FIG_00000636,2605.30148v1,AI,figures/AI/FIG_00000636.png
FIG_00000637,2605.30148v1,AI,figures/AI/FIG_00000637.png
FIG_00000638,2605.30148v1,AI,figures/AI/FIG_00000638.png
FIG_00000639,2605.30148v1,AI,figures/AI/FIG_00000639.png
FIG_00000640,2605.30148v1,AI,figures/AI/FIG_00000640.png
FIG_00000641,2605.30148v1,AI,figures/AI/FIG_00000641.png
FIG_00000642,2605.30148v1,AI,figures/AI/FIG_00000642.png
FIG_00000643,2605.30148v1,AI,figures/AI/FIG_00000643.png
FIG_00000644,2605.30144v1,AI,figures/AI/FIG_00000644.png
FIG_00000645,2605.30144v1,AI,figures/AI/FIG_00000645.png
FIG_00000646,2605.30144v1,AI,figures/AI/FIG_00000646.png
FIG_00000647,2605.30144v1,AI,figures/AI/FIG_00000647.png
FIG_00000648,2605.30144v1,AI,figures/AI/FIG_00000648.png
FIG_00000649,2605.30144v1,AI,figures/AI/FIG_00000649.png
FIG_00000650,2605.30144v1,AI,figures/AI/FIG_00000650.png
FIG_00000651,2605.30144v1,AI,figures/AI/FIG_00000651.png
FIG_00000652,2605.30144v1,AI,figures/AI/FIG_00000652.png
FIG_00000653,2605.30144v1,AI,figures/AI/FIG_00000653.png
FIG_00000654,2605.30144v1,AI,figures/AI/FIG_00000654.png
FIG_00000655,2605.30136v1,AI,figures/AI/FIG_00000655.png
FIG_00000656,2605.30136v1,AI,figures/AI/FIG_00000656.png
FIG_00000657,2605.30136v1,AI,figures/AI/FIG_00000657.png
FIG_00000658,2605.30136v1,AI,figures/AI/FIG_00000658.png
FIG_00000659,2605.30135v1,AI,figures/AI/FIG_00000659.png
FIG_00000660,2605.30135v1,AI,figures/AI/FIG_00000660.png
FIG_00000661,2605.30126v1,AI,figures/AI/FIG_00000661.png
FIG_00000662,2605.30126v1,AI,figures/AI/FIG_00000662.png
FIG_00000663,2605.30126v1,AI,figures/AI/FIG_00000663.png
FIG_00000664,2605.30126v1,AI,figures/AI/FIG_00000664.png
FIG_00000665,2605.30126v1,AI,figures/AI/FIG_00000665.png
FIG_00000666,2605.30122v1,AI,figures/AI/FIG_00000666.png
FIG_00000667,2605.30122v1,AI,figures/AI/FIG_00000667.png
FIG_00000668,2605.30122v1,AI,figures/AI/FIG_00000668.png
FIG_00000669,2605.30122v1,AI,figures/AI/FIG_00000669.png
FIG_00000670,2605.30122v1,AI,figures/AI/FIG_00000670.png
FIG_00000671,2605.30120v1,AI,figures/AI/FIG_00000671.png
FIG_00000672,2605.30120v1,AI,figures/AI/FIG_00000672.png
FIG_00000673,2605.30120v1,AI,figures/AI/FIG_00000673.png
FIG_00000674,2605.30120v1,AI,figures/AI/FIG_00000674.png
FIG_00000675,2605.30119v1,AI,figures/AI/FIG_00000675.png
FIG_00000676,2605.30119v1,AI,figures/AI/FIG_00000676.png
FIG_00000677,2605.30119v1,AI,figures/AI/FIG_00000677.png
FIG_00000678,2605.30119v1,AI,figures/AI/FIG_00000678.png
FIG_00000679,2605.30119v1,AI,figures/AI/FIG_00000679.png
FIG_00000680,2605.30119v1,AI,figures/AI/FIG_00000680.png
FIG_00000681,2605.30117v1,AI,figures/AI/FIG_00000681.png
FIG_00000682,2605.30117v1,AI,figures/AI/FIG_00000682.png
FIG_00000683,2605.30117v1,AI,figures/AI/FIG_00000683.png
FIG_00000684,2605.30117v1,AI,figures/AI/FIG_00000684.png
FIG_00000685,2605.30117v1,AI,figures/AI/FIG_00000685.png
FIG_00000686,2605.30117v1,AI,figures/AI/FIG_00000686.png
FIG_00000687,2605.30117v1,AI,figures/AI/FIG_00000687.png
FIG_00000688,2605.30117v1,AI,figures/AI/FIG_00000688.png
FIG_00000689,2605.30117v1,AI,figures/AI/FIG_00000689.png
FIG_00000690,2605.30117v1,AI,figures/AI/FIG_00000690.png
FIG_00000691,2605.30117v1,AI,figures/AI/FIG_00000691.png
FIG_00000692,2605.30117v1,AI,figures/AI/FIG_00000692.png
FIG_00000693,2605.30117v1,AI,figures/AI/FIG_00000693.png
FIG_00000694,2605.30117v1,AI,figures/AI/FIG_00000694.png
FIG_00000695,2605.30117v1,AI,figures/AI/FIG_00000695.png
FIG_00000696,2605.30117v1,AI,figures/AI/FIG_00000696.png
FIG_00000697,2605.30117v1,AI,figures/AI/FIG_00000697.png
FIG_00000698,2605.30117v1,AI,figures/AI/FIG_00000698.png
FIG_00000699,2605.30117v1,AI,figures/AI/FIG_00000699.png
FIG_00000700,2605.30117v1,AI,figures/AI/FIG_00000700.png
FIG_00000701,2605.30117v1,AI,figures/AI/FIG_00000701.png
FIG_00000702,2605.30111v1,AI,figures/AI/FIG_00000702.png
FIG_00000703,2605.30111v1,AI,figures/AI/FIG_00000703.png
FIG_00000704,2605.30111v1,AI,figures/AI/FIG_00000704.png
FIG_00000705,2605.30102v1,AI,figures/AI/FIG_00000705.png
FIG_00000706,2605.30102v1,AI,figures/AI/FIG_00000706.png
FIG_00000707,2605.30102v1,AI,figures/AI/FIG_00000707.png
FIG_00000708,2605.30102v1,AI,figures/AI/FIG_00000708.png
FIG_00000709,2605.30102v1,AI,figures/AI/FIG_00000709.png
FIG_00000710,2605.30102v1,AI,figures/AI/FIG_00000710.png
FIG_00000711,2605.30102v1,AI,figures/AI/FIG_00000711.png
FIG_00000712,2605.30102v1,AI,figures/AI/FIG_00000712.png
FIG_00000713,2605.30102v1,AI,figures/AI/FIG_00000713.png
FIG_00000714,2605.30102v1,AI,figures/AI/FIG_00000714.png
FIG_00000715,2605.30102v1,AI,figures/AI/FIG_00000715.png
FIG_00000716,2605.30102v1,AI,figures/AI/FIG_00000716.png
FIG_00000717,2605.30102v1,AI,figures/AI/FIG_00000717.png
FIG_00000718,2605.30102v1,AI,figures/AI/FIG_00000718.png
FIG_00000719,2605.30096v1,AI,figures/AI/FIG_00000719.png
FIG_00000720,2605.30096v1,AI,figures/AI/FIG_00000720.png
FIG_00000721,2605.30096v1,AI,figures/AI/FIG_00000721.png
FIG_00000722,2605.30096v1,AI,figures/AI/FIG_00000722.png
FIG_00000723,2605.30096v1,AI,figures/AI/FIG_00000723.png
FIG_00000724,2605.30096v1,AI,figures/AI/FIG_00000724.png
FIG_00000725,2605.30096v1,AI,figures/AI/FIG_00000725.png
FIG_00000726,2605.30094v1,AI,figures/AI/FIG_00000726.png
FIG_00000727,2605.30094v1,AI,figures/AI/FIG_00000727.png
FIG_00000728,2605.30094v1,AI,figures/AI/FIG_00000728.png
FIG_00000729,2605.30087v1,AI,figures/AI/FIG_00000729.png
FIG_00000730,2605.30087v1,AI,figures/AI/FIG_00000730.png
FIG_00000731,2605.30087v1,AI,figures/AI/FIG_00000731.png
FIG_00000732,2605.30087v1,AI,figures/AI/FIG_00000732.png
FIG_00000733,2605.30087v1,AI,figures/AI/FIG_00000733.png
FIG_00000734,2605.30085v1,AI,figures/AI/FIG_00000734.png
FIG_00000735,2605.30085v1,AI,figures/AI/FIG_00000735.png
FIG_00000736,2605.30085v1,AI,figures/AI/FIG_00000736.png
FIG_00000737,2605.30070v1,AI,figures/AI/FIG_00000737.png
FIG_00000738,2605.30070v1,AI,figures/AI/FIG_00000738.png
FIG_00000739,2605.30070v1,AI,figures/AI/FIG_00000739.png
FIG_00000740,2605.30054v1,AI,figures/AI/FIG_00000740.png
FIG_00000741,2605.30054v1,AI,figures/AI/FIG_00000741.png
FIG_00000742,2605.30054v1,AI,figures/AI/FIG_00000742.png
FIG_00000743,2605.30052v1,AI,figures/AI/FIG_00000743.png
FIG_00000744,2605.30052v1,AI,figures/AI/FIG_00000744.png
FIG_00000745,2605.30052v1,AI,figures/AI/FIG_00000745.png
FIG_00000746,2605.30052v1,AI,figures/AI/FIG_00000746.png
FIG_00000747,2605.30052v1,AI,figures/AI/FIG_00000747.png
FIG_00000748,2605.30052v1,AI,figures/AI/FIG_00000748.png
FIG_00000749,2605.30052v1,AI,figures/AI/FIG_00000749.png
FIG_00000750,2605.30052v1,AI,figures/AI/FIG_00000750.png
FIG_00000751,2605.30052v1,AI,figures/AI/FIG_00000751.png
FIG_00000752,2605.30052v1,AI,figures/AI/FIG_00000752.png
FIG_00000753,2605.30052v1,AI,figures/AI/FIG_00000753.png
FIG_00000754,2605.30052v1,AI,figures/AI/FIG_00000754.png
FIG_00000755,2605.30049v1,AI,figures/AI/FIG_00000755.png
FIG_00000756,2605.30049v1,AI,figures/AI/FIG_00000756.png
FIG_00000757,2605.30049v1,AI,figures/AI/FIG_00000757.png
FIG_00000758,2605.30049v1,AI,figures/AI/FIG_00000758.png
FIG_00000759,2605.30049v1,AI,figures/AI/FIG_00000759.png
FIG_00000760,2605.30049v1,AI,figures/AI/FIG_00000760.png
FIG_00000761,2605.30049v1,AI,figures/AI/FIG_00000761.png
FIG_00000762,2605.30046v1,AI,figures/AI/FIG_00000762.png
